Player0 Player1 1
Player0 Player4 1
Player0 Player5 1
Player1 Player0 1
Player1 Player2 1
Player1 Player6 1
Player2 Player1 1
Player2 Player3 1
Player2 Player7 1
Player3 Player2 1
Player3 Player4 1
Player3 Player8 1
Player4 Player0 1
Player4 Player3 1
Player4 Player9 1
Player5 Player0 1
Player5 Player7 1
Player5 Player8 1
Player6 Player1 1
Player6 Player8 1
Player6 Player9 1
Player7 Player2 1
Player7 Player5 1
Player7 Player9 1
Player8 Player3 1
Player8 Player5 1
Player8 Player6 1
Player9 Player4 1
Player9 Player6 1
Player9 Player7 1
